control,mode,step,temperature,soft_loss,gradient_norm_before_clip,hard_checked,hard_improved,selected_best_step,hard_loss
correct,ENDPOINT_REFERENCE,189,0.05,0.000364438135875389,3.230549191357568e-05,False,False,185,
correct,ENDPOINT_REFERENCE,190,0.05,0.0003622128569986671,3.374060179339722e-05,True,True,190,0.0008135007810778916
correct,ENDPOINT_REFERENCE,191,0.05,0.0003597365284804255,3.763026688829996e-05,False,False,190,
correct,ENDPOINT_REFERENCE,192,0.05,0.0003578292380552739,3.076263965340331e-05,False,False,190,
correct,ENDPOINT_REFERENCE,193,0.05,0.000356099073542282,3.001119512191508e-05,False,False,190,
correct,ENDPOINT_REFERENCE,194,0.05,0.0003545673389453441,3.102259142906405e-05,False,False,190,
correct,ENDPOINT_REFERENCE,195,0.05,0.00035325883072800934,3.124054637737572e-05,True,True,195,0.00080835324479267
correct,ENDPOINT_REFERENCE,196,0.05,0.0003515190037433058,2.5175198970828205e-05,False,False,195,
correct,ENDPOINT_REFERENCE,197,0.05,0.00034973162109963596,2.387289896432776e-05,False,False,195,
correct,ENDPOINT_REFERENCE,198,0.05,0.00034826164483092725,2.6037852876470424e-05,False,False,195,
correct,ENDPOINT_REFERENCE,199,0.05,0.0003465236513875425,2.4172806661226787e-05,False,False,195,
correct,ENDPOINT_REFERENCE,200,0.05,0.0003451845550443977,2.2089428966864944e-05,True,True,200,0.0008034544298425317
